field,year,women_mentorship,number_women_inventors
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,only senior inventors,39
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
pharmaceuticals,1995,new and senior inventors,45
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only new inventors,11
civil engineering,1996,only senior inventors,1
civil engineering,1996,new and senior inventors,4
civil engineering,1996,new and senior inventors,4
civil engineering,1996,new and senior inventors,4
civil engineering,1996,new and senior inventors,4
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only new inventors,68
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,only senior inventors,49
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
pharmaceuticals,1996,new and senior inventors,71
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only new inventors,7
civil engineering,1997,only senior inventors,1
civil engineering,1997,new and senior inventors,3
civil engineering,1997,new and senior inventors,3
civil engineering,1997,new and senior inventors,3
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
pharmaceuticals,1997,only new inventors,67
